,Unnamed: 0,election_date,state,county_name,jurisdiction,jurisdiction_type,precinct_id,precinct_name,polling_place_id,location_type,name,address,notes,source,source_date,source_notes,StreetAddress,City,State,ZipCode,category,NonReligious,ReligiousBuilding,BuildingType,Latitude,Longitude
1487,1487,11/3/2020,IA,Taylor,Taylor,county,NM,4-1New Market Dallas Mason,0,election_day,NEW MARKET CITY HALL,"512 MAIN, NEW MARKET, IA 51646",0,ORR,10/9/2020,0,512 MAIN,NEW MARKET,IA,51646,NonReligious,1,0,NonReligious,40.72975921,-94.89940262
1488,1488,11/3/2020,IA,Union,Union,county,AF,Afton,0,election_day,AFTON METHODIST CHURCH,"111 S DOUGLAS, AFTON, IA 50830",0,ORR,10/9/2020,0,111 S DOUGLAS,AFTON,IA,50830,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,41.02697357,-94.19755374
1489,1489,11/3/2020,IA,Union,Union,county,AR,Arispe,0,election_day,ARISPE METHODIST CHURCH,"112 DIVISION STREET, ARISPE, IA 50831",0,ORR,10/9/2020,0,112 DIVISION STREET,ARISPE,IA,50831,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,40.94883982,-94.220248
1490,1490,11/3/2020,IA,Union,Union,county,CS1,Creston Pct 1,0,election_day,SALEM LUTHERAN CHURCH,"1208 N SYCAMORE, CRESTON, IA 50801",0,ORR,10/9/2020,0,1208 N SYCAMORE,CRESTON,IA,50801,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,41.07054015,-94.36827123
1491,1491,11/3/2020,IA,Union,Union,county,CS2,Creston Pct 2,0,election_day,SWCC PERFORMING ARTS (YMCA),"1501 W TOWNLINE ST, CRESTON, IA 50801",0,ORR,10/9/2020,0,1501 W TOWNLINE ST,CRESTON,IA,50801,NonReligious,1,0,NonReligious,41.07117754,-94.37972967
1492,1492,11/3/2020,IA,Union,Union,county,CS3,Creston Pct 3,0,election_day,TRINITY LUTHERAN CHURCH,"800 N SUMNER ST, CRESTON, IA 50801",0,ORR,10/9/2020,0,800 N SUMNER ST,CRESTON,IA,50801,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,41.0644757,-94.37265226
1493,1493,11/3/2020,IA,Union,Union,county,CS4,Creston Pct 4,0,election_day,SUPERTEL INN,"800 LAUREL ST, CRESTON, IA 50801",0,ORR,10/9/2020,0,800 LAUREL ST,CRESTON,IA,50801,NonReligious,1,0,NonReligious,41.04805032,-94.37125332
1494,1494,11/3/2020,IA,Union,Union,county,CS5,Creston Pct 5,0,election_day,CREST BAPTIST CHURCH,"1211 N POPLAR, CRESTON, IA 50801",0,ORR,10/9/2020,0,1211 N POPLAR,CRESTON,IA,50801,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,41.07974702,-94.39124833
1495,1495,11/3/2020,IA,Union,Union,county,LR,Lorimor,0,election_day,LORIMOR CITY HALL,"503 MAIN ST, LORIMOR, IA 50149",0,ORR,10/9/2020,0,503 MAIN ST,LORIMOR,IA,50149,NonReligious,1,0,NonReligious,41.1270869,-94.05531768
1496,1496,11/3/2020,IA,Van Buren,Van Buren,county,BI,Birmingham Pct,0,election_day,BIRMINGHAM LIONS BUILDING,"110 N CROSS ST, BIRMINGHAM, IA 52535",0,ORR,10/9/2020,0,110 N CROSS ST,BIRMINGHAM,IA,52535,NonReligious,1,0,NonReligious,40.87905398,-91.94592791
1497,1497,11/3/2020,IA,Van Buren,Van Buren,county,BO,Bonaparte Pct,0,election_day,BONAPARTE OPERA HOUSE,"614 1ST ST, BONAPARTE, IA 52620",0,ORR,10/9/2020,0,614 1ST ST,BONAPARTE,IA,52620,NonReligious,1,0,NonReligious,40.69794147,-91.80183336
1498,1498,11/3/2020,IA,Van Buren,Van Buren,county,CN,Cantril Pct,0,election_day,CANTRIL TWP HALL,"607 W NORTH ST, CANTRIL, IA 52542",0,ORR,10/9/2020,0,607 W NORTH ST,CANTRIL,IA,52542,NonReligious,1,0,NonReligious,40.64534366,-92.0749337
1499,1499,11/3/2020,IA,Van Buren,Van Buren,county,DO,Douds Pct,0,election_day,DOUDS COMMUNITY CENTER,"14159 HWY 98, DOUDS, IA 52551",0,ORR,10/9/2020,0,14159 HWY 98,DOUDS,IA,52551,NonReligious,1,0,NonReligious,40.84059518,-92.08590061
1500,1500,11/3/2020,IA,Van Buren,Van Buren,county,FM,Farmington Pct,0,election_day,FARMINGTON COMMUNITY CENTER,"201 S 4TH ST, FARMINGTON, IA 52626",0,ORR,10/9/2020,0,201 S 4TH ST,FARMINGTON,IA,52626,NonReligious,1,0,NonReligious,40.63935116,-91.73981093
1501,1501,11/3/2020,IA,Van Buren,Van Buren,county,KE,Keosauqua Pct,0,election_day,KEOSAUQUA SENIOR CITIZEN CENTER,"801 FRONT ST, KEOSAUQUA, IA 52565",0,ORR,10/9/2020,0,801 FRONT ST,KEOSAUQUA,IA,52565,NonReligious,1,0,NonReligious,40.74007124,-91.94191713
1502,1502,11/3/2020,IA,Van Buren,Van Buren,county,ML,Milton Pct,0,election_day,MILTON AMERICAN LEGION CENTER,"320 N MAIN ST, MILTON, IA 52570",0,ORR,10/9/2020,0,320 N MAIN ST,MILTON,IA,52570,NonReligious,1,0,NonReligious,40.68522997,-92.150772
1503,1503,11/3/2020,IA,Van Buren,Van Buren,county,SP,Stockport Pct,0,election_day,STOCKPORT AMERICAN LEGION CENTER,"110-112 E LEGION ST, STOCKPORT, IA 52651",0,ORR,10/9/2020,0,110-112 E LEGION ST,STOCKPORT,IA,52651,NonReligious,1,0,NonReligious,40.85844394,-91.81412881
1504,1504,11/3/2020,IA,Wapello,Wapello,county,AD,Adams Twp/Blakesurg City/Polk,0,election_day,BLAKESBURG CITY HALL,"101 STATE ST, BLAKESBURG, IA 52536",0,ORR,10/9/2020,0,101 STATE ST,BLAKESBURG,IA,52536,NonReligious,1,0,NonReligious,40.96405799,-92.63657548
1505,1505,11/3/2020,IA,Wapello,Wapello,county,AG,Agency City/Twp/Pleasant Twp,0,election_day,AGENCY COMMUNITY CENTER,"102 W MAIN ST, AGENCY, IA 52530",0,ORR,10/9/2020,0,102 W MAIN ST,AGENCY,IA,52530,NonReligious,1,0,NonReligious,40.99487295,-92.30676445
1506,1506,11/3/2020,IA,Wapello,Wapello,county,CB,Columbia Township,0,election_day,EDDYVILLE PUBLIC LIBRARY,"202 SECOND ST, EDDYVILLE, IA 52553",0,ORR,10/9/2020,0,202 SECOND ST,EDDYVILLE,IA,52553,NonReligious,1,0,NonReligious,41.157372,-92.63779165
1507,1507,11/3/2020,IA,Wapello,Wapello,county,CN,Center Township,0,election_day,BRIDGE VIEW CENTER,"102 CHURCH ST, OTTUMWA, IA 52501",0,ORR,10/9/2020,0,102 CHURCH ST,OTTUMWA,IA,52501,NonReligious,1,0,NonReligious,41.01377761,-92.41510286
1508,1508,11/3/2020,IA,Wapello,Wapello,county,CP,Competine Twp,0,election_day,"TOWNSHIP HALL, HIGHLAND CENTER CP","9906 HIGHLAND CENTER RD, OTTUMWA, IA 52501",0,ORR,10/9/2020,0,9906 HIGHLAND CENTER RD,OTTUMWA,IA,52501,NonReligious,1,0,NonReligious,41.12640837,-92.33573193
1509,1509,11/3/2020,IA,Wapello,Wapello,county,CS,Cass Township,0,election_day,CHILLICOTHE CITY HALL,"201 MAIN ST, CHILLICOTHE, IA 52548",0,ORR,10/9/2020,0,201 MAIN ST,CHILLICOTHE,IA,52548,NonReligious,1,0,NonReligious,41.08596808,-92.52902748
1510,1510,11/3/2020,IA,Wapello,Wapello,county,DA,Dahlonega Township,0,election_day,IHCC-ADVANCED TECHNOLOGY CENTER  DOOR 1,"525 GRANDVIEW AVE, OTTUMWA, IA 52501",0,ORR,10/9/2020,0,525 GRANDVIEW AVE,OTTUMWA,IA,52501,NonReligious,1,0,NonReligious,41.04406631,-92.39642327
1511,1511,11/3/2020,IA,Wapello,Wapello,county,GR,Green Township,0,election_day,ZION COMMUNITY CHURCH,"15714 COPPERHEAD RD, OTTUMWA, IA 52501",0,ORR,10/9/2020,0,15714 COPPERHEAD RD,OTTUMWA,IA,52501,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,40.94432498,-92.46142267
1512,1512,11/3/2020,IA,Wapello,Wapello,county,HI,Highland Twp,0,election_day,"TOWNSHIP HALL, HIGHLAND CENTER HI","9906 HIGHLAND CENTER RD, OTTUMWA, IA 52501",0,ORR,10/9/2020,0,9906 HIGHLAND CENTER RD,OTTUMWA,IA,52501,NonReligious,1,0,NonReligious,41.12640837,-92.33573193
1513,1513,11/3/2020,IA,Wapello,Wapello,county,KE,Keokuk Township,0,election_day,HICKORY GROVE COMMUNITY CHURCH,"3929 US HWY 63, OTTUMWA, IA 52501",0,ORR,10/9/2020,0,3929 US HWY 63,OTTUMWA,IA,52501,ReligiousBuilding,0,1,Religious,40.94150972,-92.40867618
1514,1514,11/3/2020,IA,Wapello,Wapello,county,OT01,Ottumwa 1,0,election_day,PENN AVE FREE METHODIST CHURCH,"820 E PENNSYLVANIA AVE, OTTUMWA, IA 52501",0,ORR,10/9/2020,0,820 E PENNSYLVANIA AVE,OTTUMWA,IA,52501,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,41.02741721,-92.3931396
1515,1515,11/3/2020,IA,Wapello,Wapello,county,OT02,Ottumwa 2,0,election_day,NORTH COURT BAPTIST CHURCH,"1411 N COURT ST, OTTUMWA, IA 52501",0,ORR,10/9/2020,0,1411 N COURT ST,OTTUMWA,IA,52501,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,41.03498311,-92.4087476
1516,1516,11/3/2020,IA,Wapello,Wapello,county,OT03,Ottumwa 3,0,election_day,GREAT PRAIRIE AEA 15,"2814 N COURT ST, OTTUMWA, IA 52501",0,ORR,10/9/2020,0,2814 N COURT ST,OTTUMWA,IA,52501,NonReligious,1,0,NonReligious,41.04986974,-92.40807171
1517,1517,11/3/2020,IA,Wapello,Wapello,county,OT04,Ottumwa 4,0,election_day,AMERICAN LEGION,"550 W MAIN ST, OTTUMWA, IA 52501",0,ORR,10/9/2020,0,550 W MAIN ST,OTTUMWA,IA,52501,NonReligious,1,0,NonReligious,41.02218504,-92.41861082
1518,1518,11/3/2020,IA,Wapello,Wapello,county,OT05,Ottumwa 5,0,election_day,WAPELLO COUNTY COURTHOUSE,"101 W 4TH ST, OTTUMWA, IA 52501",0,ORR,10/9/2020,0,101 W 4TH ST,OTTUMWA,IA,52501,NonReligious,1,0,NonReligious,41.01961144,-92.41065687
1519,1519,11/3/2020,IA,Wapello,Wapello,county,OT06,Ottumwa 6,0,election_day,UAW LOCAL 74,"205 N James St, Ottumwa, IA 52501",0,ORR,10/9/2020,0,205 N James St,Ottumwa,IA,52501,NonReligious,1,0,NonReligious,41.00355624,-92.41490218
1520,1520,11/3/2020,IA,Wapello,Wapello,county,OT07,Ottumwa 7,0,election_day,DAVIS STREET CHRISTIAN CHURCH,"202 S DAVIS ST, OTTUMWA, IA 52501",0,ORR,10/9/2020,0,202 S DAVIS ST,OTTUMWA,IA,52501,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,41.00064355,-92.4210744
1521,1521,11/3/2020,IA,Wapello,Wapello,county,OT08,Ottumwa 8,0,election_day,WAPELLO COUNTY RURAL FIRE DEPT,"714 W MARY ST, OTTUMWA, IA 52501",0,ORR,10/9/2020,0,714 W MARY ST,OTTUMWA,IA,52501,NonReligious,1,0,NonReligious,40.99470848,-92.43218393
1522,1522,11/3/2020,IA,Wapello,Wapello,county,OT09,Ottumwa 9,0,election_day,BIBLE BAPTIST CHURCH,"944 W WILLIAMS ST, OTTUMWA, IA 52501",0,ORR,10/9/2020,0,944 W WILLIAMS ST,OTTUMWA,IA,52501,"ReligiousBuilding, ReligiousBuilding, ReligiousBuilding",0,3,Religious,40.99851851,-92.43498493
1523,1523,11/3/2020,IA,Wapello,Wapello,county,OT10,Ottumwa 10,0,election_day,LIFE CHURCH,"1957 ALBIA RD, OTTUMWA, IA 52501",0,ORR,10/9/2020,0,1957 ALBIA RD,OTTUMWA,IA,52501,ReligiousBuilding,0,1,Religious,41.00919714,-92.45425006
1524,1524,11/3/2020,IA,Wapello,Wapello,county,RL,Richland Township,0,election_day,KIRKVILLE CITY HALL,"101 W MAIN ST, KIRKVILLE, IA 52566",0,ORR,10/9/2020,0,101 W MAIN ST,KIRKVILLE,IA,52566,NonReligious,1,0,NonReligious,41.14488788,-92.50254621
1525,1525,11/3/2020,IA,Wapello,Wapello,county,WA,Washington Township,0,election_day,ELDON LIBRARY HALL,"608 W ELM ST, ELDON, IA 52554",0,ORR,10/9/2020,0,608 W ELM ST,ELDON,IA,52554,NonReligious,1,0,NonReligious,40.91931797,-92.22443747
1526,1526,11/3/2020,IA,Warren,Warren,county,AL2,Allen 2,0,election_day,CARLISLE COMMUNITY BUILDING,"35 VINE ST, CARLISLE, IA 50047",0,ORR,10/9/2020,0,35 VINE ST,CARLISLE,IA,50047,NonReligious,1,0,NonReligious,41.4682977,-93.47381353
1527,1527,11/3/2020,IA,Warren,Warren,county,AL3,Allen 3,0,election_day,CARLISLE COMMUNITY BUILDING,"35 VINE ST, CARLISLE, IA 50047",0,ORR,10/9/2020,0,35 VINE ST,CARLISLE,IA,50047,NonReligious,1,0,NonReligious,41.4682977,-93.47381353
1528,1528,11/3/2020,IA,Warren,Warren,county,BM,Belmont,0,election_day,MILO CITY HALL,"100 MAIN ST, MILO, IA 50166",0,ORR,10/9/2020,0,100 MAIN ST,MILO,IA,50166,NonReligious,1,0,NonReligious,41.28718698,-93.43946605
1529,1529,11/3/2020,IA,Warren,Warren,county,CM WDM,Cumming West Des Moines,0,election_day,CUMMING AMERICAN LEGION,"113 N. 44TH STREET, CUMMING, IA 50061",0,ORR,10/9/2020,0,113 N. 44TH STREET,CUMMING,IA,50061,NonReligious,1,0,NonReligious,41.4835562,-93.7630341
1530,1530,11/3/2020,IA,Warren,Warren,county,GR1,Greenfield 1,0,election_day,SCOTCH RIDGE CHURCH,"13015 SCOTCH RIDGE RD, CARLISLE, IA 50047",0,ORR,10/9/2020,0,13015 SCOTCH RIDGE RD,CARLISLE,IA,50047,ReligiousBuilding,0,1,Religious,41.47235095,-93.55879551
1531,1531,11/3/2020,IA,Warren,Warren,county,GR1DM85,Greenfield 1 DM85,0,election_day,THE CROSS COMMUNITY CHURCH,"8383 RIDGEVIEW DR, DES MOINES, IA 50320",0,ORR,10/9/2020,0,8383 RIDGEVIEW DR,DES MOINES,IA,50320,ReligiousBuilding,0,1,Religious,41.5039667,-93.6118889
1532,1532,11/3/2020,IA,Warren,Warren,county,GR1DM86,Greenfield 1 DM86,0,election_day,THE CROSS COMMUNITY CHURCH,"8383 RIDGEVIEW DR, DES MOINES, IA 50320",0,ORR,10/9/2020,0,8383 RIDGEVIEW DR,DES MOINES,IA,50320,ReligiousBuilding,0,1,Religious,41.5039667,-93.6118889
1533,1533,11/3/2020,IA,Warren,Warren,county,GR2LC2,Greenfield 2/Lincoln 2,0,election_day,CALVARY BAPTIST CHURCH,"2708 N. JEFFERSON, INDIANOLA, IA 50125",0,ORR,10/9/2020,0,2708 N. JEFFERSON,INDIANOLA,IA,50125,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,41.39365754,-93.55703256
1534,1534,11/3/2020,IA,Warren,Warren,county,IN1,INDIANOLA 1,0,election_day,WARREN CO ADMIN BLDG,"301 N BUXTON ST, INDIANOLA, IA 50125",0,ORR,10/9/2020,0,301 N BUXTON ST,INDIANOLA,IA,50125,NonReligious,1,0,NonReligious,41.36287889,-93.56298928
1535,1535,11/3/2020,IA,Warren,Warren,county,IN2,INDIANOLA 2,0,election_day,WARREN CO ADMIN BLDG,"301 N BUXTON ST, INDIANOLA, IA 50125",0,ORR,10/9/2020,0,301 N BUXTON ST,INDIANOLA,IA,50125,NonReligious,1,0,NonReligious,41.36287889,-93.56298928
1536,1536,11/3/2020,IA,Warren,Warren,county,IN3,INDIANOLA 3,0,election_day,MASONIC HALL,"1606 HIGHWAY 92, INDIANOLA, IA 50125",0,ORR,10/9/2020,0,1606 HIGHWAY 92,INDIANOLA,IA,50125,NonReligious,1,0,NonReligious,41.35802261,-93.54402547
1537,1537,11/3/2020,IA,Warren,Warren,county,IN4,INDIANOLA 4,0,election_day,WARREN CO ADMIN BLDG,"301 N BUXTON ST, INDIANOLA, IA 50125",0,ORR,10/9/2020,0,301 N BUXTON ST,INDIANOLA,IA,50125,NonReligious,1,0,NonReligious,41.36287889,-93.56298928
1538,1538,11/3/2020,IA,Warren,Warren,county,IN5,INDIANOLA 5,0,election_day,MASONIC HALL,"1606 HIGHWAY 92, INDIANOLA, IA 50125",0,ORR,10/9/2020,0,1606 HIGHWAY 92,INDIANOLA,IA,50125,NonReligious,1,0,NonReligious,41.35802261,-93.54402547
1539,1539,11/3/2020,IA,Warren,Warren,county,IN6,INDIANOLA 6,0,election_day,MASONIC HALL,"1606 HIGHWAY 92, INDIANOLA, IA 50125",0,ORR,10/9/2020,0,1606 HIGHWAY 92,INDIANOLA,IA,50125,NonReligious,1,0,NonReligious,41.35802261,-93.54402547
1540,1540,11/3/2020,IA,Warren,Warren,county,IN7,INDIANOLA 7,0,election_day,INDIANOLA  AM. LEGION HALL,"105 W 1ST AVE, INDIANOLA, IA 50125",0,ORR,10/9/2020,0,105 W 1ST AVE,INDIANOLA,IA,50125,NonReligious,1,0,NonReligious,41.35899511,-93.56179427
1541,1541,11/3/2020,IA,Warren,Warren,county,JF,Jefferson,0,election_day,ST PAUL'S LUTHERAN CHURCH,"615 IOWA AVENUE, MARTENSDALE, IA 50160",0,ORR,10/9/2020,0,615 IOWA AVENUE,MARTENSDALE,IA,50160,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,41.37409059,-93.74210295
1542,1542,11/3/2020,IA,Warren,Warren,county,JK,Jackson,0,election_day,ST MARYS AM LEGION HALL,"110 IOWA ST, ST MARYS, IA 50241",0,ORR,10/9/2020,0,110 IOWA ST,ST MARYS,IA,50241,NonReligious,1,0,NonReligious,41.30799909,-93.73205993
1543,1543,11/3/2020,IA,Warren,Warren,county,LB,Liberty,0,election_day,LACONA COMMUNITY HALL,"104 N WASHINGTON, LACONA, IA 50139",0,ORR,10/9/2020,0,104 N WASHINGTON,LACONA,IA,50139,NonReligious,1,0,NonReligious,41.18973576,-93.38417881
1544,1544,11/3/2020,IA,Warren,Warren,county,LC1,Lincoln 1,0,election_day,ST THOMAS PASTORAL CENTER,"210 R63 HWY, INDIANOLA, IA 50125",0,ORR,10/9/2020,0,210 R63 HWY,INDIANOLA,IA,50125,ReligiousBuilding,0,1,Religious,41.35761619,-93.60437724
1545,1545,11/3/2020,IA,Warren,Warren,county,NW1,Norwalk 1,0,election_day,ST. JOHN CHURCH,"720 ORCHARD HILLS DR, NORWALK, IA 50211",0,ORR,10/9/2020,0,720 ORCHARD HILLS DR,NORWALK,IA,50211,ReligiousBuilding,0,1,Religious,41.4742609,-93.6942845
1546,1546,11/3/2020,IA,Warren,Warren,county,NW2 GR1,Norwalk 2 Greenfield 1,0,election_day,NORWALK LIBRARY,"1051 NORTH AVE, NORWALK, IA 50211",0,ORR,10/9/2020,0,1051 NORTH AVE,NORWALK,IA,50211,NonReligious,1,0,NonReligious,41.4764407,-93.6765104
1547,1547,11/3/2020,IA,Warren,Warren,county,NW3 LN,Norwalk 3 Linn,0,election_day,ST. JOHN CHURCH,"720 ORCHARD HILLS DR, NORWALK, IA 50211",0,ORR,10/9/2020,0,720 ORCHARD HILLS DR,NORWALK,IA,50211,ReligiousBuilding,0,1,Religious,41.4742609,-93.6942845
1548,1548,11/3/2020,IA,Warren,Warren,county,NWK4,Norwalk 4,0,election_day,NORWALK UNITED METHODIST CHURCH,"1801 SUNSET DRIVE, NORWALK, IA 50211",0,ORR,10/9/2020,0,1801 SUNSET DRIVE,NORWALK,IA,50211,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,41.4849693,-93.6754203
1549,1549,11/3/2020,IA,Warren,Warren,county,OT ML,Otter Milo,0,election_day,MILO CITY HALL,"100 MAIN ST, MILO, IA 50166",0,ORR,10/9/2020,0,100 MAIN ST,MILO,IA,50166,NonReligious,1,0,NonReligious,41.28718698,-93.43946605
1550,1550,11/3/2020,IA,Warren,Warren,county,PM,Palmyra,0,election_day,PALMYRA TOWNSHIP HALL,"19397 HIGHWAY G24, PALMYRA, IA 50047",0,ORR,10/9/2020,0,19397 HIGHWAY G24,PALMYRA,IA,50047,NonReligious,1,0,NonReligious,41.4682977,-93.47381353
1551,1551,11/3/2020,IA,Warren,Warren,county,RL,Richland/Palmyra,0,election_day,COMMUNITY UNITED PRESBYTERIAN CHURCH,"315 N VINE, HARTFORD, IA 50118",0,ORR,10/9/2020,0,315 N VINE,HARTFORD,IA,50118,"ReligiousBuilding, ReligiousBuilding",0,2,Religious,41.46202871,-93.40294294
1552,1552,11/3/2020,IA,Warren,Warren,county,SQC,Squaw Creek,0,election_day,MEDORA CHURCH,"10804 HIGHWAY G76, MEDORA, IA 50210",0,ORR,10/9/2020,0,10804 HIGHWAY G76,MEDORA,IA,50210,ReligiousBuilding,0,1,Religious,41.18832609,-93.69762878
1553,1553,11/3/2020,IA,Warren,Warren,county,UN,Union,0,election_day,SANDYVILLE CITY HALL,"6634 Iowa Street, SANDYVILLE, IA 50125",0,ORR,10/9/2020,0,6634 Iowa Street,SANDYVILLE,IA,50125,NonReligious,1,0,NonReligious,41.33363599,-93.57966064
1554,1554,11/3/2020,IA,Warren,Warren,county,VA,Virginia,0,election_day,NEW VIRGINIA LIONS HALL,"503 WEST ST, NEW VIRGINIA, IA 50210",0,ORR,10/9/2020,0,503 WEST ST,NEW VIRGINIA,IA,50210,NonReligious,1,0,NonReligious,41.18236708,-93.73031728
1555,1555,11/3/2020,IA,Warren,Warren,county,WB,White Breast,0,election_day,LACONA COMMUNITY HALL,"104 N WASHINGTON, LACONA, IA 50139",0,ORR,10/9/2020,0,104 N WASHINGTON,LACONA,IA,50139,NonReligious,1,0,NonReligious,41.18973576,-93.38417881
1556,1556,11/3/2020,IA,Warren,Warren,county,WHO,White Oak,0,election_day,ANNETT NATURE CENTER,"15565 118TH AVE, INDIANOLA, IA 50125",0,ORR,10/9/2020,0,15565 118TH AVE,INDIANOLA,IA,50125,NonReligious,1,0,NonReligious,41.29860426,-93.5825042
1557,1557,11/3/2020,IA,Washington,Washington,county,AW,Ainsworth,0,election_day,AINSWORTH ELEMENTARY SCHOOL BLDG,"835 PARK ST, AINSWORTH, IA 52201",0,ORR,10/9/2020,0,835 PARK ST,AINSWORTH,IA,52201,NonReligious,1,0,NonReligious,41.29269974,-91.56041192
1558,1558,11/3/2020,IA,Washington,Washington,county,BMC,Brighton/Marion/Crawford,0,election_day,BRIGHTON COMMUNITY BLDG,"100 E WASHINGTON ST, BRIGHTON, IA 52540",0,ORR,10/9/2020,0,100 E WASHINGTON ST,BRIGHTON,IA,52540,NonReligious,1,0,NonReligious,41.17491126,-91.82124094
1559,1559,11/3/2020,IA,Washington,Washington,county,KA,Kalona,0,election_day,KALONA COMMUNITY CENTER,"511 C AVE, KALONA, IA 52247",0,ORR,10/9/2020,0,511 C AVE,KALONA,IA,52247,NonReligious,1,0,NonReligious,41.48399341,-91.704871
1560,1560,11/3/2020,IA,Washington,Washington,county,RS,Riverside,0,election_day,RIVERSIDE CITY HALL,"60 GREENE ST, RIVERSIDE, IA 52327",0,ORR,10/9/2020,0,60 GREENE ST,RIVERSIDE,IA,52327,NonReligious,1,0,NonReligious,41.4763826,-91.58100869
1561,1561,11/3/2020,IA,Washington,Washington,county,WC,West Chester,0,election_day,WEST CHESTER HERITAGE BLDG,"510 MAIN ST, WEST CHESTER, IA 52359",0,ORR,10/9/2020,0,510 MAIN ST,WEST CHESTER,IA,52359,NonReligious,1,0,NonReligious,41.33684619,-91.81228184
1562,1562,11/3/2020,IA,Washington,Washington,county,WL,Wellman,0,election_day,PARKSIDE ACTIVITIES CENTER,"525 13TH ST., WELLMAN, IA 52356",0,ORR,10/9/2020,0,525 13TH ST.,WELLMAN,IA,52356,NonReligious,1,0,NonReligious,41.47455448,-91.83491451
1563,1563,11/3/2020,IA,Washington,Washington,county,WS1,Ward 1,0,election_day,WASHINGTON CO COURTHOUSE,"222 W MAIN ST, WASHINGTON, IA 52353",0,ORR,10/9/2020,0,222 W MAIN ST,WASHINGTON,IA,52353,NonReligious,1,0,NonReligious,41.29951376,-91.6932722
1564,1564,11/3/2020,IA,Washington,Washington,county,WS2,Ward 2,0,election_day,WASHINGTON COMMUNITY YMCA,"520 W. 5TH ST., WASHINGTON, IA 52353",0,ORR,10/9/2020,0,520 W. 5TH ST.,WASHINGTON,IA,52353,NonReligious,1,0,NonReligious,41.30331218,-91.69708038
1565,1565,11/3/2020,IA,Washington,Washington,county,WS3,Ward 3,0,election_day,WASHINGTON COMMUNITY YMCA,"520 W. 5TH ST., WASHINGTON, IA 52353",0,ORR,10/9/2020,0,520 W. 5TH ST.,WASHINGTON,IA,52353,NonReligious,1,0,NonReligious,41.30331218,-91.69708038
1566,1566,11/3/2020,IA,Washington,Washington,county,WS4,Ward 4,0,election_day,WASHINGTON CO COURTHOUSE,"222 W MAIN ST, WASHINGTON, IA 52353",0,ORR,10/9/2020,0,222 W MAIN ST,WASHINGTON,IA,52353,NonReligious,1,0,NonReligious,41.29951376,-91.6932722
1567,1567,11/3/2020,IA,Wayne,Wayne,county,A01,A01,0,election_day,"CIVIC CENTER, ALLERTON","108 N CENTRAL AVENUE, ALLERTON, IA 50008",0,ORR,10/9/2020,0,108 N CENTRAL AVENUE,ALLERTON,IA,50008,NonReligious,1,0,NonReligious,40.7067506,-93.36516819
1568,1568,11/3/2020,IA,Wayne,Wayne,county,C02,C02,0,election_day,BASEMENT COURTHOUSE,"100 LAFAYETTE, CORYDON, IA 50060",0,ORR,10/9/2020,0,100 LAFAYETTE,CORYDON,IA,50060,NonReligious,1,0,NonReligious,40.75781325,-93.31727599
1569,1569,11/3/2020,IA,Wayne,Wayne,county,H03,H03,0,election_day,"COMMUNTIY BLDG, HUMESTON","111 N. EATON STREET, HUMESTON, IA 50123",0,ORR,10/9/2020,0,111 N. EATON STREET,HUMESTON,IA,50123,NonReligious,1,0,NonReligious,40.8592991,-93.49804605
1570,1570,11/3/2020,IA,Wayne,Wayne,county,S04,S04,0,election_day,"COMMUNITY BLDG, SEYMOUR","135 N. 5TH STREET, SEYMOUR, IA 52590",0,ORR,10/9/2020,0,135 N. 5TH STREET,SEYMOUR,IA,52590,NonReligious,1,0,NonReligious,40.68215808,-93.12120712
1571,1571,11/3/2020,IA,Webster,Webster,county,1,Fd # 1,0,election_day,FIRST CONGREGATIONAL UNITED CHURCH OF CHRIST,"1611 WILLIAMS DR, FT DODGE, IA 50501",0,ORR,10/9/2020,0,1611 WILLIAMS DR,FT DODGE,IA,50501,ReligiousBuilding,0,1,Religious,42.52311915,-94.1871928
1572,1572,11/3/2020,IA,Webster,Webster,county,10,Fd #10,0,election_day,FORT DODGE COMMUNITY SCHOOL DISTRICT CENTRAL OFFICE,"109 N 25TH ST, FORT DODGE, IA 50501",0,ORR,10/9/2020,0,109 N 25TH ST,FORT DODGE,IA,50501,NonReligious,1,0,NonReligious,42.50748758,-94.16311222
1573,1573,11/3/2020,IA,Webster,Webster,county,11,Fd #11,0,election_day,CHURCH OF NAZAREEN,"1250 N 24TH ST, FORT DODGE, IA 50501",0,ORR,10/9/2020,0,1250 N 24TH ST,FORT DODGE,IA,50501,ReligiousBuilding,0,1,Religious,42.51788064,-94.16512862
