,Precinct Name,Registered Voters,Trump Election Day,Trump Absentee,Trump Total,Biden Election Day,Biden Absentee,Biden Total,Rocky Election Day,Rocky Absentee,Rocky Total,Don Election Day,Don Absentee,Don Total,Ricki Election Day,Ricki Absentee,Ricki Total,Howie Election Day,Howie Absentee,Howie Total,Jo Election Day,Jo Absentee,Jo Total,Brock Election Day,Brock Absentee,Brock Total,Kayne Election Day,Kayne Absentee,Kayne Total,Write-in Election Day,Write-in Absentee,Write-in Total,Total Votes,Precinct
385,Pct 7-Jackson County Fairgrounds,1239,250,389,639,59,280,339,0,1,1,0,0,0,0,1,1,2,0,2,3,0,3,2,1,3,0,1,1,1,0,1,990,Jackson Pct 7-Jackson County Fairgrounds
386,Pct 8- Springbrook City Hall,547,171,110,281,44,98,142,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,1,0,1,0,0,0,427,Jackson Pct 8- Springbrook City Hall
387,Pct 9- Preston Community Hall,1380,487,303,790,80,187,267,3,1,4,1,0,1,0,0,0,0,0,0,2,2,4,0,0,0,1,1,2,0,0,0,1068,Jackson Pct 9- Preston Community Hall
388,Pct 10- Miles City Hall,588,215,92,307,56,69,125,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,0,0,0,0,0,0,436,Jackson Pct 10- Miles City Hall
389,Pct 11- Sabula City Hall,596,223,55,278,48,77,125,0,0,0,0,0,0,0,1,1,0,0,0,3,0,3,0,0,0,2,0,2,0,0,0,409,Jackson Pct 11- Sabula City Hall
390,Pct 12-Maquoketa 1st Ward,829,133,144,277,57,179,236,0,2,2,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,1,2,3,0,0,0,522,Jackson Pct 12-Maquoketa 1st Ward
391,Pct 13-Maquoketa 2nd Ward,780,125,114,239,43,162,205,0,1,1,1,1,2,0,1,1,0,2,2,4,2,6,0,1,1,3,1,4,0,1,1,462,Jackson Pct 13-Maquoketa 2nd Ward
392,Pct 14-Maquoketa 3rd Ward,852,149,129,278,45,168,213,0,1,1,1,2,3,0,0,0,0,0,0,2,3,5,0,0,0,0,1,1,0,1,1,502,Jackson Pct 14-Maquoketa 3rd Ward
393,Pct 15-Maquoketa 4th Ward,920,160,160,320,44,250,294,0,0,0,0,1,1,1,0,1,0,0,0,6,5,11,0,0,0,0,0,0,0,3,3,630,Jackson Pct 15-Maquoketa 4th Ward
394,Pct 16-Maquoketa 5th Ward,979,161,236,397,48,303,351,0,0,0,0,1,1,0,0,0,0,0,0,2,7,9,0,0,0,2,0,2,0,0,0,760,Jackson Pct 16-Maquoketa 5th Ward
395,Blackhawk-Polk-Packwood,536,221,116,337,25,88,113,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,1,1,1,2,0,1,1,457,Jefferson Blackhawk-Polk-Packwood
396,Buchanan,429,88,147,235,22,111,133,0,0,0,0,0,0,0,0,0,0,1,1,2,5,7,0,0,0,0,0,0,0,0,0,376,Jefferson Buchanan
397,Center-Cedar-Maharishi Vedic City,1419,240,345,585,45,573,618,0,1,1,0,0,0,0,0,0,2,0,2,3,2,5,0,0,0,0,0,0,1,2,3,1214,Jefferson Center-Cedar-Maharishi Vedic City
398,Des Moines-Liberty-Libertyville,666,301,130,431,42,80,122,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,0,0,0,0,0,0,2,2,4,563,Jefferson Des Moines-Liberty-Libertyville
399,Fairfield 1st Ward,1431,148,355,503,64,589,653,1,0,1,1,0,1,0,0,0,1,2,3,7,10,17,0,0,0,0,1,1,1,2,3,1182,Jefferson Fairfield 1st Ward
400,Fairfield 2nd Ward,1445,68,171,239,59,823,882,0,0,0,0,0,0,0,0,0,9,4,13,5,7,12,1,0,1,2,2,4,2,7,9,1160,Jefferson Fairfield 2nd Ward
401,Fairfield 3rd Ward.,890,162,173,335,52,243,295,1,0,1,0,0,0,0,0,0,0,2,2,4,0,4,0,0,0,5,0,5,1,2,3,645,Jefferson Fairfield 3rd Ward.
402,Fairfield 4th Ward,1353,115,221,336,52,619,671,0,0,0,0,0,0,0,0,0,1,7,8,7,6,13,0,1,1,3,1,4,1,1,2,1035,Jefferson Fairfield 4th Ward
403,Fairfield 5th Ward.,1311,192,318,510,59,483,542,0,1,1,1,2,3,0,1,1,0,1,1,4,6,10,0,0,0,1,3,4,0,3,3,1075,Jefferson Fairfield 5th Ward.
404,Lockridge-R. Prairie-Walnut-Lockridge City-Coppock,736,339,152,491,52,76,128,0,0,0,1,0,1,0,0,0,1,1,2,3,5,8,1,0,1,0,0,0,1,1,2,633,Jefferson Lockridge-R. Prairie-Walnut-Lockridge City-Coppock
405,Locust Grove-Batavia,465,200,74,274,34,66,100,1,0,1,1,0,1,0,0,0,0,0,0,8,1,9,0,0,0,0,0,0,1,0,1,386,Jefferson Locust Grove-Batavia
406,Penn-Pleasant Plain,281,124,43,167,20,42,62,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,233,Jefferson Penn-Pleasant Plain
407,ANN-ANAMOSA NORTH/CASS,1559,344,330,674,98,392,490,1,0,1,0,1,1,0,0,0,2,1,3,13,10,23,1,0,1,2,3,5,0,0,0,1198,Jones ANN-ANAMOSA NORTH/CASS
408,ANS-ANAMOSA SOUTH/JACKSON,2327,439,439,878,178,620,798,0,1,1,0,3,3,0,2,2,1,2,3,14,8,22,0,0,0,1,1,2,4,2,6,1715,Jones ANS-ANAMOSA SOUTH/JACKSON
409,CGLW-CASTLE GRV/LOV/WAYN,1604,441,406,847,97,341,438,0,0,0,1,2,3,0,0,0,2,0,2,6,3,9,0,0,0,0,1,1,1,5,6,1306,Jones CGLW-CASTLE GRV/LOV/WAYN
410,FV-FAIRVIEW,1571,391,415,806,79,412,491,1,2,3,0,2,2,0,1,1,0,1,1,5,9,14,0,0,0,2,1,3,0,1,1,1322,Jones FV-FAIRVIEW
411,GF-GREENFIELD,512,183,77,260,75,86,161,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,429,Jones GF-GREENFIELD
412,MN1-MONTICELLO 1,657,173,117,290,56,136,192,0,0,0,0,0,0,0,0,0,1,2,3,2,3,5,0,0,0,1,0,1,1,0,1,492,Jones MN1-MONTICELLO 1
413,MN2-MONTICELLO 2,724,200,139,339,61,191,252,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,1,595,Jones MN2-MONTICELLO 2
414,MN3-MONTICELLO 3,594,154,78,232,61,124,185,0,0,0,0,0,0,0,0,0,0,2,2,3,3,6,0,0,0,1,0,1,0,3,3,429,Jones MN3-MONTICELLO 3
415,MN4-MONTICELLO 4,670,115,143,258,50,182,232,0,0,0,0,0,0,0,0,0,1,0,1,1,3,4,0,0,0,0,0,0,0,0,0,495,Jones MN4-MONTICELLO 4
416,OX-OXFORD,494,180,50,230,69,56,125,0,0,0,0,0,0,1,0,1,0,0,0,2,1,3,0,0,0,1,0,1,0,1,1,361,Jones OX-OXFORD
417,RLWS-RICHLAND/WASHINGTON,861,330,171,501,54,175,229,0,0,0,0,1,1,0,0,0,0,0,0,2,4,6,0,0,0,1,1,2,0,0,0,739,Jones RLWS-RICHLAND/WASHINGTON
418,ROHA-ROME/HALE,1030,314,151,465,84,197,281,1,0,1,1,0,1,1,0,1,0,0,0,9,3,12,0,0,0,2,0,2,2,1,3,766,Jones ROHA-ROME/HALE
419,SGMC-SC GRV/MADISON/CLAY,923,340,149,489,57,148,205,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,2,1,1,2,700,Jones SGMC-SC GRV/MADISON/CLAY
420,WY-WYOMING,579,200,103,303,49,85,134,1,0,1,0,0,0,0,0,0,0,0,0,2,1,3,1,0,1,0,0,0,0,0,0,442,Jones WY-WYOMING
421,"EG, GT, HS, SW",0,352,146,498,45,90,135,0,1,1,0,2,2,0,0,0,0,0,0,2,2,4,0,0,0,0,1,1,0,0,0,641,"Kossuth EG, GT, HS, SW"
422,"HB, LY, LN, SF",0,245,125,370,28,83,111,1,0,1,0,1,1,1,0,1,0,0,0,4,0,4,0,0,0,0,0,0,0,1,1,489,"Kossuth HB, LY, LN, SF"
423,"GW, SN",0,78,80,158,8,26,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,193,"Kossuth GW, SN"
424,"GM, RM",0,266,179,445,44,115,159,0,1,1,0,0,0,0,0,0,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,609,"Kossuth GM, RM"
425,"BT, FT, UN",0,296,237,533,64,184,248,0,0,0,0,0,0,0,1,1,1,0,1,3,4,7,0,0,0,1,1,2,1,1,2,794,"Kossuth BT, FT, UN"
426,"BF, PT",0,238,142,380,39,96,135,0,0,0,0,0,0,0,0,0,0,0,0,8,1,9,0,0,0,2,0,2,0,0,0,526,"Kossuth BF, PT"
427,LC,0,52,37,89,2,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,115,Kossuth LC
428,UN,0,32,20,52,6,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,Kossuth UN
429,PC,0,48,93,141,9,37,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,188,Kossuth PC
430,"IV, PC",0,31,40,71,9,21,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,"Kossuth IV, PC"
431,"PR, WL",0,228,109,337,20,87,107,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,2,0,2,1,0,1,0,1,1,451,"Kossuth PR, WL"
432,"GF, WM",0,287,158,445,45,82,127,0,0,0,0,0,0,0,0,0,1,0,1,2,4,6,0,0,0,0,0,0,0,0,0,579,"Kossuth GF, WM"
433,"CR, IV, RV",0,149,317,466,17,159,176,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,1,0,1,1,646,"Kossuth CR, IV, RV"
434,"LV, SM",0,154,76,230,18,41,59,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,2,294,"Kossuth LV, SM"
435,CR 1,0,16,15,31,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,36,Kossuth CR 1
436,CR 2,0,54,85,139,5,63,68,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,210,Kossuth CR 2
437,AL1,0,323,231,554,87,217,304,0,0,0,0,1,1,0,0,0,0,2,2,4,3,7,0,0,0,1,0,1,0,1,1,870,Kossuth AL1
438,AL2,0,99,387,486,34,296,330,0,1,1,0,1,1,0,0,0,0,1,1,0,3,3,0,0,0,1,0,1,0,0,0,823,Kossuth AL2
439,AL3,0,226,213,439,56,266,322,0,0,0,1,0,1,0,0,0,1,0,1,3,1,4,0,0,0,2,0,2,0,1,1,770,Kossuth AL3
440,AL4,0,199,212,411,49,196,245,0,0,0,2,0,2,0,0,0,0,1,1,4,2,6,2,0,2,1,1,2,1,2,3,672,Kossuth AL4
441,Chariton City Hall,0,307,369,676,76,254,330,0,0,0,1,0,1,0,0,0,0,3,3,8,5,13,0,1,1,0,1,1,1,1,2,1027,Lucas Chariton City Hall
442,Chariton Community Center,0,377,368,745,85,230,315,0,0,0,0,0,0,1,0,1,1,1,2,4,4,8,0,0,0,0,0,0,0,1,1,1072,Lucas Chariton Community Center
443,L.C. Extension Office,0,86,166,252,6,90,96,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,351,Lucas L.C. Extension Office
444,Lucas,0,265,168,433,42,96,138,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,1,575,Lucas Lucas
445,Pin Oak Marsh,0,153,230,383,34,93,127,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,513,Lucas Pin Oak Marsh
446,Russell-City of Russell-Cedar and Washington Townships,0,248,123,371,50,74,124,0,0,0,1,2,3,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,503,Lucas Russell-City of Russell-Cedar and Washington Townships
447,Williamson,0,233,194,427,36,118,154,0,0,0,0,0,0,0,1,1,1,0,1,1,2,3,0,0,0,1,0,1,2,0,2,589,Lucas Williamson
448,Grand River - Monroe - Webster - City of Macksburg,595,205,170,375,29,87,116,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,495,Madison Grand River - Monroe - Webster - City of Macksburg
449,Jackson - Douglas - Lincoln,1084,324,267,591,53,205,258,1,0,1,0,0,0,1,1,2,0,2,2,7,3,10,1,1,2,1,2,3,1,0,1,870,Madison Jackson - Douglas - Lincoln
450,Jefferson - Lee,1263,376,339,715,76,261,337,0,1,1,1,0,1,0,0,0,0,0,0,4,8,12,0,0,0,1,0,1,0,1,1,1068,Madison Jefferson - Lee
451,Penn - Madison,1586,585,264,849,176,244,420,0,1,1,0,0,0,0,0,0,1,3,4,14,4,18,0,0,0,0,0,0,0,4,4,1296,Madison Penn - Madison
452,Union-Crawford-Scott,1773,435,553,988,86,348,434,0,2,2,1,1,2,0,0,0,2,1,3,6,12,18,0,0,0,2,0,2,0,1,1,1450,Madison Union-Crawford-Scott
453,South,1125,431,206,637,86,190,276,0,0,0,1,1,2,0,0,0,0,1,1,4,5,9,0,0,0,1,0,1,2,1,3,929,Madison South
454,Walnut - Ohio,971,422,160,582,68,115,183,0,1,1,0,0,0,0,0,0,0,0,0,24,4,28,0,1,1,0,0,0,0,0,0,795,Madison Walnut - Ohio
455,Winterset 1,1982,384,551,935,116,453,569,0,0,0,0,0,0,0,0,0,0,1,1,11,8,19,0,1,1,1,1,2,2,4,6,1533,Madison Winterset 1
456,Winterset 2,1828,422,413,835,98,443,541,0,1,1,0,0,0,0,0,0,0,0,0,6,3,9,1,0,1,0,0,0,1,0,1,1388,Madison Winterset 2
457,Clay,701,282,133,415,53,74,127,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,550,Marion Clay
458,Dallas,1097,400,119,519,145,166,311,0,0,0,1,0,1,0,0,0,1,0,1,5,1,6,0,0,0,0,0,0,0,0,0,838,Marion Dallas
459,Indiana Twp,492,175,93,268,18,106,124,0,0,0,1,0,1,0,0,0,1,0,1,2,2,4,0,0,0,0,0,0,0,0,0,398,Marion Indiana Twp
460,Knoxville One,1236,272,256,528,77,249,326,1,0,1,1,0,1,0,0,0,0,1,1,6,4,10,0,0,0,1,0,1,0,0,0,868,Marion Knoxville One
461,Knoxville Two,1255,268,237,505,70,308,378,0,0,0,0,1,1,0,0,0,1,0,1,11,7,18,0,0,0,0,2,2,2,2,4,909,Marion Knoxville Two
462,Knoxville Three,1667,371,300,671,111,387,498,1,0,1,0,2,2,0,1,1,1,1,2,9,4,13,0,1,1,0,0,0,2,2,4,1193,Marion Knoxville Three
463,Knoxville Four,977,230,196,426,97,234,331,0,0,0,0,0,0,0,0,0,0,1,1,7,1,8,0,0,0,2,2,4,0,2,2,772,Marion Knoxville Four
464,Knoxville Twp,2199,525,686,1211,95,460,555,1,0,1,1,1,2,0,3,3,0,0,0,11,9,20,0,0,0,1,1,2,5,6,11,1805,Marion Knoxville Twp
465,Liberty,638,235,109,344,65,57,122,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,0,0,0,0,0,0,0,0,0,472,Marion Liberty
466,Lake Prairie Twp,1781,599,565,1164,101,229,330,1,1,2,1,1,2,0,0,0,0,0,0,6,6,12,1,0,1,0,3,3,2,4,6,1520,Marion Lake Prairie Twp
467,Otley,1568,496,461,957,90,273,363,0,0,0,0,1,1,0,0,0,1,2,3,7,13,20,1,0,1,1,0,1,1,3,4,1350,Marion Otley
468,Pella One,1999,593,431,1024,151,329,480,0,0,0,0,2,2,1,0,1,3,2,5,14,7,21,1,0,1,2,1,3,7,3,10,1547,Marion Pella One
469,Pella Two,2010,555,532,1087,122,376,498,1,0,1,1,0,1,0,0,0,2,3,5,12,10,22,0,0,0,4,2,6,6,0,6,1626,Marion Pella Two
470,Pella Three,2249,668,612,1280,143,394,537,1,0,1,1,4,5,0,0,0,0,0,0,10,10,20,0,0,0,1,0,1,1,7,8,1852,Marion Pella Three
471,Pella Four,1545,421,310,731,123,278,401,0,0,0,1,0,1,0,1,1,1,0,1,10,7,17,0,1,1,2,1,3,3,0,3,1159,Marion Pella Four
472,Pleasantville,2597,863,457,1320,207,504,711,1,1,2,2,2,4,0,0,0,2,1,3,22,10,32,0,0,0,0,0,0,1,0,1,2073,Marion Pleasantville
473,Washington Twp,366,163,50,213,32,54,86,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,Marion Washington Twp
474,Deer Creek/White Cloud/Indian Creek,230,68,74,142,11,37,48,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,192,Mills Deer Creek/White Cloud/Indian Creek
475,Emerson/Hastings/Indian Creek,616,232,119,351,34,61,95,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,1,0,1,0,0,0,455,Mills Emerson/Hastings/Indian Creek
476,Glenwood Ward 1,980,149,270,419,49,207,256,1,0,1,0,2,2,0,0,0,0,1,1,4,7,11,0,0,0,2,1,3,2,3,5,698,Mills Glenwood Ward 1
477,Glenwood Ward 2,1105,204,273,477,81,204,285,0,1,1,0,0,0,0,0,0,1,1,2,9,6,15,0,0,0,1,1,2,0,3,3,785,Mills Glenwood Ward 2
478,Glenwood Ward 3,1258,229,380,609,77,283,360,0,0,0,0,0,0,0,0,0,1,2,3,6,5,11,0,0,0,0,0,0,2,4,6,989,Mills Glenwood Ward 3
479,Glenwood Township,1064,202,383,585,44,225,269,0,1,1,0,0,0,0,0,0,0,0,0,8,5,13,0,0,0,0,1,1,2,0,2,871,Mills Glenwood Township
480,Henderson/Anderson,312,125,56,181,27,44,71,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,256,Mills Henderson/Anderson
481,M/T/C/R/SC,1904,494,549,1043,128,311,439,0,1,1,1,3,4,0,1,1,0,2,2,11,4,15,0,0,0,3,1,4,1,3,4,1513,Mills M/T/C/R/SC
482,Oak/St. Mary,2188,508,758,1266,132,382,514,0,0,0,0,1,1,0,0,0,1,3,4,7,9,16,0,0,0,1,1,2,3,7,10,1813,Mills Oak/St. Mary
483,Pacific Junction/Lyons/Plattville,550,105,181,286,12,69,81,1,2,3,0,0,0,0,1,1,0,0,0,0,5,5,0,0,0,1,0,1,0,0,0,377,Mills Pacific Junction/Lyons/Plattville
484,Silver City/Ingraham,395,130,96,226,37,53,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,319,Mills Silver City/Ingraham
485,Ashton-Lincoln-Belvidere-Kennebec-Turin-Franklin,551,183,121,304,20,111,131,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,439,Monona Ashton-Lincoln-Belvidere-Kennebec-Turin-Franklin
486,Castana-Center-Jordan,277,72,78,150,11,50,61,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,2,2,0,0,0,216,Monona Castana-Center-Jordan
487,Cooper-Maple-Mapleton,1058,422,162,584,101,155,256,0,1,1,0,0,0,0,0,0,1,0,1,5,1,6,0,1,1,0,1,1,5,1,6,856,Monona Cooper-Maple-Mapleton
488,Fairview-Grant-Lake-Rodney-Whiting-W Fork,911,332,220,552,55,118,173,0,0,0,1,0,1,0,0,0,0,0,0,9,0,9,0,0,0,1,0,1,2,0,2,738,Monona Fairview-Grant-Lake-Rodney-Whiting-W Fork
489,Moorhead-Soldier-Solider City-Spring Valley-Willow,542,212,88,300,54,81,135,1,0,1,1,0,1,0,0,0,1,0,1,2,1,3,0,0,0,0,0,0,0,0,0,441,Monona Moorhead-Soldier-Solider City-Spring Valley-Willow
490,Onawa Ward 1,411,112,87,199,24,77,101,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,1,1,1,0,1,305,Monona Onawa Ward 1
491,Onawa Ward 2- NE Franklin,546,139,129,268,42,104,146,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,0,1,0,0,0,2,0,2,421,Monona Onawa Ward 2- NE Franklin
492,Onawa Ward 3,484,141,120,261,40,98,138,0,0,0,1,0,1,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,406,Monona Onawa Ward 3
493,Onawa Ward 4,420,112,113,225,29,66,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,322,Monona Onawa Ward 4
494,Sherman-SE Franklin-Blencoe-Sioux,348,135,72,207,39,52,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,1,302,Monona Sherman-SE Franklin-Blencoe-Sioux
495,St. Clair-Ute,328,150,48,198,44,36,80,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,282,Monona St. Clair-Ute
496,#1 Gold Fair Building,1433,326,309,635,72,255,327,0,0,0,1,2,3,0,0,0,1,0,1,7,7,14,0,0,0,0,0,0,0,2,2,982,Montgomery #1 Gold Fair Building
497,#2 Red Oak Fire Station,1381,282,299,581,103,230,333,0,0,0,0,1,1,0,0,0,1,0,1,7,4,11,0,0,0,1,2,3,1,1,2,932,Montgomery #2 Red Oak Fire Station
498,#3 First Christian Church,1500,331,380,711,76,288,364,0,2,2,0,1,1,0,1,1,1,1,2,5,5,10,1,0,1,0,2,2,2,0,2,1096,Montgomery #3 First Christian Church
499,#4 Elliott Community Building,688,234,186,420,23,84,107,0,0,0,0,0,0,0,0,0,0,1,1,1,4,5,0,0,0,1,0,1,0,0,0,534,Montgomery #4 Elliott Community Building
500,#5 Grant Fire Station,379,105,112,217,29,54,83,0,0,0,0,1,1,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,306,Montgomery #5 Grant Fire Station
501,#6 Stanton Fire Station,887,290,244,534,46,106,152,0,0,0,1,0,1,0,0,0,0,0,0,1,2,3,0,1,1,0,0,0,1,0,1,692,Montgomery #6 Stanton Fire Station
502,#7 Villisca Community Building,1070,372,189,561,88,129,217,1,0,1,1,1,2,0,0,0,1,0,1,2,0,2,0,0,0,1,0,1,0,0,0,785,Montgomery #7 Villisca Community Building
503,Carroll-Floyd,495,179,165,344,18,48,66,1,1,2,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,2,1,3,419,OBrien Carroll-Floyd
504,Franklin,1102,453,247,700,33,95,128,0,0,0,0,0,0,0,0,0,0,1,1,6,3,9,0,0,0,0,0,0,0,0,0,838,OBrien Franklin
505,Hartley-Lincoln-Omega,1546,541,317,858,71,208,279,0,0,0,1,1,2,1,0,1,0,1,1,14,4,18,0,0,0,0,1,1,1,1,2,1162,OBrien Hartley-Lincoln-Omega
506,Sheldon 1st Ward,1466,388,460,848,47,158,205,0,0,0,0,0,0,1,0,1,0,0,0,3,3,6,0,1,1,0,1,1,1,1,2,1064,OBrien Sheldon 1st Ward
507,Sheldon 2nd Ward,1065,373,239,612,63,111,174,0,2,2,0,0,0,0,1,1,1,0,1,4,3,7,1,0,1,0,0,0,0,1,1,799,OBrien Sheldon 2nd Ward
508,Sheldon 3rd Ward,956,374,197,571,57,78,135,0,0,0,0,1,1,0,0,0,1,1,2,6,1,7,0,0,0,0,0,0,0,0,0,716,OBrien Sheldon 3rd Ward
509,Summit-Center-Dale-Highland,1147,286,367,653,43,168,211,1,0,1,1,2,3,0,0,0,0,0,0,7,2,9,0,0,0,3,2,5,0,0,0,882,OBrien Summit-Center-Dale-Highland
510,Union-Baker-Caledonia,1212,438,299,737,58,148,206,0,1,1,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,1,0,1,0,0,0,949,OBrien Union-Baker-Caledonia
511,Waterman-Grant-Liberty,930,347,191,538,55,110,165,0,0,0,1,0,1,0,1,1,0,1,1,9,4,13,0,0,0,0,1,1,1,1,2,722,OBrien Waterman-Grant-Liberty
512,Clarinda 1,1127,271,277,548,57,179,236,0,3,3,0,1,1,0,0,0,0,0,0,3,3,6,0,0,0,1,0,1,0,0,0,795,Page Clarinda 1
513,Clarinda 2,1966,407,536,943,93,323,416,0,2,2,1,1,2,0,0,0,2,3,5,5,6,11,1,0,1,0,1,1,0,0,0,1381,Page Clarinda 2
514,Page County Courthouse,1893,443,733,1176,52,224,276,1,0,1,0,0,0,0,0,0,1,0,1,6,14,20,0,0,0,0,1,1,1,1,2,1477,Page Page County Courthouse
515,Essex City Hall,849,350,137,487,56,85,141,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,632,Page Essex City Hall
516,Shenandoah 1,970,240,137,377,70,104,174,0,1,1,0,0,0,0,0,0,2,1,3,14,1,15,0,0,0,1,0,1,1,1,2,573,Page Shenandoah 1
517,Shenandoah 2,1259,302,235,537,83,213,296,0,0,0,0,2,2,0,0,0,0,0,0,7,2,9,0,0,0,1,2,3,2,1,3,850,Page Shenandoah 2
518,Shenandoah 3,1304,345,267,612,73,255,328,0,0,0,0,1,1,0,0,0,1,0,1,3,5,8,0,0,0,0,3,3,0,2,2,955,Page Shenandoah 3
519,Shenandoah Fire Station,1104,292,347,639,60,159,219,0,0,0,0,1,1,0,0,0,0,0,0,3,2,5,0,0,0,0,1,1,0,0,0,865,Page Shenandoah Fire Station
520,Akron Public Library,1221,483,182,665,99,129,228,1,1,2,0,0,0,0,0,0,0,0,0,6,1,7,0,0,0,2,0,2,3,0,3,907,Plymouth Akron Public Library
521,American Bank,644,217,219,436,13,62,75,0,0,0,0,1,1,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,515,Plymouth American Bank
522,Courthouse Annex,688,195,263,458,30,63,93,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,3,0,3,558,Plymouth Courthouse Annex
523,Brunsville Legion Club,1050,387,321,708,49,92,141,0,0,0,1,0,1,0,0,0,0,0,0,5,0,5,0,0,0,1,2,3,0,0,0,858,Plymouth Brunsville Legion Club
524,Remsen Public Library,1700,551,507,1058,69,183,252,0,2,2,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,1,4,5,0,1,1,1321,Plymouth Remsen Public Library
525,Westfield Community Center,534,202,103,305,36,69,105,0,0,0,1,0,1,1,1,2,0,1,1,3,1,4,1,0,1,0,0,0,0,0,0,419,Plymouth Westfield Community Center
526,Kissinger Community Center,1231,430,311,741,78,153,231,0,1,1,0,0,0,0,0,0,0,0,0,10,3,13,0,0,0,2,0,2,0,1,1,989,Plymouth Kissinger Community Center
527,Perry Township Hall,1256,404,366,770,66,203,269,0,2,2,1,0,1,0,0,0,1,0,1,1,2,3,0,0,0,0,0,0,0,0,0,1046,Plymouth Perry Township Hall
528,Hinton Community Center,1577,649,335,984,87,202,289,1,1,2,0,0,0,0,2,2,2,2,4,4,2,6,0,1,1,0,1,1,5,1,6,1295,Plymouth Hinton Community Center
529,Kingsley Community Center,1329,556,246,802,77,154,231,1,0,1,0,0,0,0,0,0,0,1,1,4,2,6,0,0,0,0,1,1,1,1,2,1044,Plymouth Kingsley Community Center
530,Le Mars Convention Center #11,2373,432,790,1222,111,438,549,1,0,1,0,0,0,0,0,0,1,1,2,7,12,19,0,0,0,2,2,4,1,1,2,1799,Plymouth Le Mars Convention Center #11
